date,train_id,station_seq,station_id,station_name,cum_distance_km,distance_to_next_km,hour_of_day,day_of_week,current_delay_min,dwell_time_min,sched_section_min,actual_section_min,congestion_level,is_rain,is_fog,temperature_c,visibility_km,avg_speed_kmph,train_congestion_sensitivity,train_recovery_rate
2026-07-04,12008,10,S11,Cuttack,1239,161.0,12,6,28.83,6.15,161.82,173.03,0.073,1,0,37.5,7.53,59.7,1.313,0.424
2026-07-12,12022,6,S07,Itarsi,675,147.0,12,0,32.66,4.33,160.82,172.52,0.057,1,0,33.7,3.94,54.8,0.605,0.274
2026-06-03,12011,10,S11,Cuttack,1239,161.0,20,2,21.65,9.17,118.24,133.86,0.756,1,0,26.0,5.2,81.7,1.175,0.431
2026-06-06,12009,11,S12,Bhubaneswar,1400,,11,6,10.17,0.0,,,0.395,1,0,24.8,4.81,82.3,0.637,0.363
2026-06-07,12021,1,S02,Mathura,147,137.0,1,0,9.45,6.23,123.02,128.69,0.044,1,0,32.9,7.83,66.8,0.623,0.273
2026-07-14,12024,4,S05,Jhansi,494,116.0,19,1,5.65,3.9,102.93,100.48,0.545,0,0,34.4,3.65,67.6,0.587,0.243
2026-07-15,12003,2,S03,Agra,284,59.0,6,2,2.43,2.4,49.4,52.07,0.025,1,0,31.8,3.47,71.7,1.029,0.251
2026-06-02,12009,6,S07,Itarsi,675,147.0,2,2,12.94,5.99,107.18,110.41,0.3,1,0,30.7,7.18,82.3,0.637,0.363
2026-07-26,12001,8,S09,Raipur,988,119.0,22,6,7.19,3.92,98.45,102.13,0.142,0,0,28.7,9.5,72.5,0.328,0.357
2026-07-02,12002,10,S11,Cuttack,1239,161.0,22,4,66.74,4.72,188.39,194.72,0.286,1,0,31.9,3.53,51.3,1.242,0.26
2026-06-14,12024,0,S01,Delhi,0,147.0,12,6,6.63,0.0,130.43,137.06,0.219,0,0,,4.54,67.6,0.587,0.243
2026-06-10,12006,5,S06,Bhopal,610,65.0,22,2,12.9,4.68,62.3,59.3,0.103,0,0,26.0,9.4,62.6,0.55,0.37
2026-06-24,12022,11,S12,Bhubaneswar,1400,,2,4,23.12,0.0,,,0.068,1,0,18.1,4.44,54.8,0.605,0.274
2026-06-24,12008,2,S03,Agra,284,59.0,20,2,30.19,6.21,59.3,52.96,0.643,1,0,26.3,8.78,59.7,1.313,0.424
2026-07-22,12014,9,S10,Sambalpur,1107,132.0,17,2,19.15,8.75,89.26,87.07,0.531,0,0,22.5,4.53,88.7,0.607,0.212
2026-06-13,12005,0,S01,Delhi,0,147.0,3,5,16.46,0.0,136.1,152.56,0.023,1,0,30.5,,64.8,0.894,0.21
2026-07-06,12005,7,S08,Nagpur,822,166.0,17,0,27.15,4.33,153.69,155.18,0.693,0,0,33.6,6.14,64.8,0.894,0.21
2026-07-06,12011,4,S05,Jhansi,494,116.0,10,0,24.59,5.42,85.19,85.21,0.26,1,0,30.1,5.71,81.7,1.175,0.431
2026-07-27,12002,10,S11,Cuttack,1239,161.0,22,1,64.39,9.36,188.39,207.43,0.263,1,0,34.2,8.9,51.3,1.242,0.26
2026-07-17,12000,10,S11,Cuttack,1239,161.0,2,5,19.62,5.6,134.07,137.8,0.268,1,0,32.8,6.48,72.1,0.518,0.255
2026-07-01,12005,1,S02,Mathura,147,137.0,5,2,0.76,5.09,126.84,120.51,0.065,0,0,21.8,6.07,64.8,0.894,0.21
2026-06-11,12016,5,S06,Bhopal,610,65.0,18,3,16.31,5.84,58.74,57.59,0.758,0,0,31.5,3.84,66.4,1.025,0.362
2026-07-08,12014,4,S05,Jhansi,494,116.0,9,2,7.88,7.24,78.44,82.56,0.518,1,0,28.1,6.6,88.7,0.607,0.212
2026-07-10,12011,5,S06,Bhopal,610,65.0,11,4,2.86,7.08,47.74,46.18,0.306,1,0,32.3,8.43,81.7,1.175,0.431
2026-07-19,12012,2,S03,Agra,284,59.0,17,6,1.53,7.43,47.65,53.96,0.887,0,0,23.5,5.67,74.3,0.414,0.311
2026-06-22,12017,1,S02,Mathura,147,137.0,12,0,19.18,2.94,148.65,160.46,0.241,1,0,26.3,4.18,55.3,0.648,0.248
2026-07-30,12007,10,S11,Cuttack,1239,161.0,5,4,0.72,4.27,116.52,113.66,0.288,0,0,32.6,9.89,82.9,0.774,0.478
2026-07-18,12006,0,S01,Delhi,0,147.0,11,5,11.83,0.0,140.9,152.73,,0,0,34.5,7.29,62.6,0.55,0.37
2026-06-29,12001,11,S12,Bhubaneswar,1400,,4,1,12.88,0.0,,,0.029,0,0,32.6,3.96,72.5,0.328,0.357
2026-07-13,12009,0,S01,Delhi,0,147.0,17,0,11.4,0.0,107.18,118.58,0.798,0,0,39.7,5.87,82.3,0.637,0.363
2026-06-26,12004,2,S03,Agra,284,59.0,8,4,18.36,8.85,77.64,70.52,0.888,0,0,22.4,8.17,45.6,0.319,0.269
2026-06-07,12000,9,S10,Sambalpur,1107,132.0,0,0,19.49,5.81,109.92,104.05,0.259,0,0,29.0,3.48,72.1,0.518,0.255
2026-06-16,12002,4,S05,Jhansi,494,116.0,7,2,30.89,4.84,135.73,147.43,0.52,1,0,,8.08,51.3,1.242,0.26
2026-07-14,12022,9,S10,Sambalpur,1107,132.0,20,2,25.06,7.27,144.41,149.27,0.585,1,0,21.5,,54.8,0.605,0.274
2026-06-10,12019,3,S04,Gwalior,343,151.0,5,3,32.24,2.53,152.02,171.32,0.257,1,0,25.8,5.47,59.6,0.728,0.472
2026-06-21,12018,2,S03,Agra,284,59.0,2,0,-1.1,5.62,48.43,49.89,0.292,1,0,29.1,7.42,73.1,0.562,0.325
2026-07-06,12006,7,S08,Nagpur,822,166.0,1,1,0.0,-2.95,159.11,150.86,0.016,1,0,28.7,8.53,62.6,0.55,0.37
2026-06-25,12012,4,S05,Jhansi,494,116.0,20,3,5.36,7.83,93.68,97.68,0.572,1,0,33.1,9.16,74.3,0.414,0.311
2026-07-03,12011,2,S03,Agra,284,59.0,7,4,11.81,7.34,43.33,47.77,0.997,0,0,24.6,3.91,81.7,1.175,0.431
2026-06-09,12016,4,S05,Jhansi,494,116.0,16,1,12.39,6.82,104.83,109.32,0.49,1,0,39.0,7.1,66.4,1.025,0.362
2026-07-22,12002,7,S08,Nagpur,822,166.0,14,3,47.35,6.27,194.24,214.5,0.28,1,0,25.9,7.89,51.3,1.242,0.26
2026-06-13,12013,11,S12,Bhubaneswar,1400,,5,6,8.88,0.0,,,0.219,0,0,24.4,3.62,77.8,1.365,0.342
2026-07-02,12018,4,S05,Jhansi,494,116.0,5,4,7.2,6.12,95.22,101.03,0.195,1,0,27.2,9.8,73.1,0.562,0.325
2026-06-01,12007,7,S08,Nagpur,822,166.0,0,1,13.05,6.58,120.14,123.28,0.195,1,0,18.2,6.88,82.9,0.774,0.478
2026-06-10,12021,8,S09,Raipur,988,119.0,14,3,9.92,9.35,106.86,110.13,0.19,0,0,29.4,3.22,66.8,0.623,0.273
2026-07-16,12021,7,S08,Nagpur,822,166.0,12,4,22.78,6.57,149.06,151.03,0.051,0,0,27.4,3.38,66.8,0.623,0.273
2026-07-11,12009,5,S06,Bhopal,610,65.0,1,6,10.61,5.52,47.39,40.93,,1,0,39.5,9.23,82.3,0.637,0.363
2026-06-08,12020,9,S10,Sambalpur,1107,132.0,7,1,9.31,6.36,143.33,152.43,0.848,0,0,22.6,7.37,55.3,0.308,0.353
2026-07-19,12006,7,S08,Nagpur,822,166.0,1,0,11.78,3.79,159.11,154.02,0.13,1,0,17.6,5.56,62.6,0.55,0.37
2026-07-05,12011,10,S11,Cuttack,1239,161.0,20,6,9.27,8.87,118.24,113.58,0.731,0,0,24.3,6.86,81.7,1.175,0.431
2026-07-28,12021,11,S12,Bhubaneswar,1400,,21,2,21.6,0.0,,,0.359,0,0,35.6,3.01,66.8,0.623,0.273
2026-07-26,12017,6,S07,Itarsi,675,147.0,22,6,27.73,4.6,159.51,164.56,0.134,1,0,31.4,3.58,55.3,0.648,0.248
2026-07-14,12024,3,S04,Gwalior,343,151.0,17,1,8.1,4.12,133.98,141.8,0.999,0,0,27.2,8.14,67.6,0.587,0.243
2026-06-27,12022,0,S01,Delhi,0,147.0,23,5,11.54,0.0,160.82,172.36,0.135,1,0,,4.23,54.8,0.605,0.274
2026-06-15,12002,3,S04,Gwalior,343,151.0,4,1,21.84,4.1,176.69,185.53,0.115,0,0,16.6,6.78,51.3,1.242,0.26
2026-07-26,12016,11,S12,Bhubaneswar,1400,,7,0,6.88,0.0,,,0.778,1,0,17.8,4.38,66.4,1.025,0.362
2026-07-04,12018,4,S05,Jhansi,494,116.0,5,6,11.1,5.04,95.22,98.23,0.218,0,0,22.2,7.4,73.1,0.562,0.325
2026-07-24,12016,10,S11,Cuttack,1239,161.0,4,5,26.04,6.43,145.5,159.84,0.276,0,0,24.6,9.59,66.4,1.025,0.362
2026-06-07,12023,9,S10,Sambalpur,1107,132.0,15,6,22.93,2.87,102.79,90.06,0.123,0,0,16.2,5.13,77.1,1.497,0.28
2026-07-10,12021,9,S10,Sambalpur,1107,132.0,17,5,,12.1,118.53,117.73,0.979,1,0,21.4,3.83,66.8,0.623,0.273
2026-06-02,12011,1,S02,Mathura,147,137.0,5,1,-4.66,5.47,100.62,100.68,0.137,1,0,22.8,7.84,81.7,1.175,0.431
2026-07-26,12015,8,S09,Raipur,988,119.0,4,0,12.94,2.49,111.15,99.43,0.127,0,0,27.1,6.97,64.2,0.429,0.209
2026-06-07,12023,3,S04,Gwalior,343,151.0,4,6,4.67,5.57,117.58,109.69,0.047,0,0,29.4,9.78,77.1,1.497,0.28
2026-07-24,12024,3,S04,Gwalior,343,151.0,17,4,12.35,5.92,133.98,137.9,0.81,0,0,21.6,4.0,67.6,0.587,0.243
2026-07-24,12002,6,S07,Itarsi,675,147.0,11,5,34.97,7.82,172.01,179.74,0.242,1,0,30.8,3.59,51.3,1.242,0.26
2026-06-17,12014,3,S04,Gwalior,343,151.0,7,2,19.85,6.3,102.11,106.95,0.825,1,0,22.8,9.67,88.7,0.607,0.212
2026-07-22,12005,6,S07,Itarsi,675,147.0,14,2,38.84,5.67,136.1,140.91,0.296,0,0,27.4,6.15,64.8,0.894,0.21
2026-06-04,12000,2,S03,Agra,284,59.0,11,3,2.9,6.54,49.13,46.91,0.283,0,0,29.4,9.4,72.1,0.518,0.255
2026-06-18,12006,8,S09,Raipur,988,119.0,4,4,12.82,3.78,114.06,113.89,0.164,1,0,32.5,4.39,62.6,0.55,0.37
2026-07-30,12019,10,S11,Cuttack,1239,161.0,20,4,17.31,5.09,162.09,175.06,0.898,0,0,35.9,6.66,59.6,0.728,0.472
2026-07-22,12008,10,S11,Cuttack,1239,161.0,12,3,21.04,5.76,161.82,159.33,0.247,0,0,33.1,7.13,59.7,1.313,0.424
2026-07-25,12010,7,S08,Nagpur,822,166.0,8,6,40.49,3.18,170.75,188.44,0.815,1,0,27.3,6.11,58.3,0.774,0.288
2026-06-15,12000,1,S02,Mathura,147,137.0,9,0,13.93,6.52,114.09,122.73,0.964,0,0,36.6,6.13,72.1,0.518,0.255
2026-07-15,12006,7,S08,Nagpur,822,166.0,1,3,24.54,3.61,159.11,175.21,0.172,1,0,23.6,8.8,62.6,0.55,0.37
2026-06-17,12010,7,S08,Nagpur,822,166.0,9,3,29.05,3.63,170.75,171.89,0.511,1,0,30.3,9.98,58.3,0.774,0.288
2026-06-30,12014,9,S10,Sambalpur,1107,132.0,16,1,119.98400337247534,7.44,89.26,94.29,0.278,0,0,29.3,9.86,88.7,0.607,0.212
2026-06-30,12015,9,S10,Sambalpur,1107,132.0,6,2,11.61,3.59,123.29,120.25,0.063,0,0,27.3,7.71,64.2,0.429,0.209
2026-06-14,12020,10,S11,Cuttack,1239,161.0,10,0,19.58,6.22,174.82,182.13,0.267,0,0,30.9,,55.3,0.308,0.353
2026-06-02,12002,6,S07,Itarsi,675,147.0,11,2,21.67,4.77,172.01,166.01,0.338,0,0,33.0,4.37,51.3,1.242,0.26
2026-07-04,12015,3,S04,Gwalior,343,151.0,18,5,17.84,5.38,141.04,142.36,0.683,0,0,16.7,9.28,64.2,0.429,0.209
2026-06-03,12014,3,S04,Gwalior,343,151.0,7,2,14.48,10.75,102.11,109.86,0.949,1,0,36.7,5.87,88.7,0.607,0.212
2026-06-10,12013,6,S07,Itarsi,675,147.0,19,2,17.93,12.45,113.32,117.69,0.729,0,0,32.2,9.36,77.8,1.365,0.342
2026-07-26,12008,1,S02,Mathura,147,137.0,17,6,3.65,6.99,137.7,141.59,0.537,0,0,,7.68,59.7,1.313,0.424
2026-06-19,12015,7,S08,Nagpur,822,166.0,1,5,-2.87,6.92,155.05,144.97,0.261,0,0,29.3,4.95,64.2,0.429,0.209
2026-07-25,12016,11,S12,Bhubaneswar,1400,,7,6,7.43,0.0,,,,0,0,34.0,7.23,66.4,1.025,0.362
2026-06-18,12014,6,S07,Itarsi,675,147.0,11,3,12.04,5.87,99.41,104.23,0.378,0,0,36.2,3.28,88.7,0.607,0.212
2026-06-05,12002,10,S11,Cuttack,1239,161.0,23,5,54.49,6.13,188.39,177.68,0.031,0,0,16.8,6.57,51.3,1.242,0.26
2026-07-10,12005,10,S11,Cuttack,1239,161.0,23,4,37.8,3.73,149.06,153.73,0.27,0,0,25.7,7.61,64.8,0.894,0.21
2026-06-16,12011,8,S09,Raipur,988,119.0,16,1,9.49,6.24,87.4,95.04,0.284,1,0,32.1,8.58,81.7,1.175,0.431
2026-06-10,12008,8,S09,Raipur,988,119.0,8,3,34.9,5.58,119.61,121.64,0.832,0,0,22.4,9.82,59.7,1.313,0.424
2026-06-07,12021,9,S10,Sambalpur,1107,132.0,17,0,26.31,5.82,118.53,126.14,0.773,0,0,27.8,9.0,66.8,0.623,0.273
2026-06-14,12019,8,S09,Raipur,988,119.0,17,0,19.69,5.03,119.81,109.64,0.583,0,0,21.9,6.03,59.6,0.728,0.472
2026-07-14,12010,10,S11,Cuttack,1239,161.0,16,2,35.9,4.9,165.6,163.54,0.346,1,0,34.6,8.63,58.3,0.774,0.288
2026-07-24,12002,1,S02,Mathura,147,137.0,0,5,10.4,3.88,160.31,157.86,0.285,0,0,28.8,7.09,51.3,1.242,0.26
2026-07-17,12000,4,S05,Jhansi,494,116.0,15,4,17.96,9.09,96.6,98.64,0.007,1,0,28.1,4.9,72.1,0.518,0.255
2026-06-30,12008,11,S12,Bhubaneswar,1400,,15,2,30.96,0.0,,,0.121,0,0,32.9,6.96,59.7,1.313,0.424
2026-06-01,12011,1,S02,Mathura,147,137.0,5,0,5.96,5.01,100.62,108.18,0.168,1,0,42.4,7.92,81.7,1.175,0.431
2026-06-12,12014,1,S02,Mathura,147,137.0,5,4,7.44,5.88,92.64,87.05,0.242,0,0,23.3,5.21,88.7,0.607,0.212
2026-07-15,12001,1,S02,Mathura,147,137.0,10,2,18.51,2.32,113.34,118.79,0.256,1,0,33.3,8.12,72.5,0.328,0.357
2026-06-12,12015,2,S03,Agra,284,59.0,17,4,15.7,5.42,55.11,55.19,0.788,0,0,31.3,9.68,64.2,0.429,0.209
2026-07-25,12003,6,S07,Itarsi,675,147.0,12,5,26.29,4.41,123.08,132.09,0.035,1,0,26.4,6.42,71.7,1.029,0.251
2026-06-29,12016,8,S09,Raipur,988,119.0,1,1,18.45,4.95,107.54,93.62,0.165,0,0,30.1,5.25,66.4,1.025,0.362
2026-06-29,12012,11,S12,Bhubaneswar,1400,,9,1,18.29,0.0,,,0.585,1,0,28.0,5.6,74.3,0.414,0.311
2026-07-14,12013,7,S08,Nagpur,822,166.0,21,1,20.93,8.27,127.97,131.1,0.231,0,0,22.9,6.32,77.8,1.365,0.342
2026-07-30,12012,8,S09,Raipur,988,119.0,3,4,7.0,6.66,96.1,96.03,0.208,1,0,31.4,6.26,74.3,0.414,0.311
2026-07-22,12006,5,S06,Bhopal,610,65.0,22,2,18.14,3.25,62.3,57.3,0.192,1,0,30.4,9.01,62.6,0.55,0.37
2026-07-20,12023,6,S07,Itarsi,675,147.0,9,0,27.39,5.46,114.47,128.19,0.872,0,0,39.3,5.02,77.1,1.497,0.28
2026-06-08,12005,10,S11,Cuttack,1239,161.0,23,0,22.01,3.08,149.06,143.6,0.112,0,0,22.2,3.76,64.8,0.894,0.21
2026-06-15,12018,8,S09,Raipur,988,119.0,12,1,8.45,3.3,97.68,98.3,0.068,0,0,24.9,6.5,73.1,0.562,0.325
2026-07-24,12000,4,S05,Jhansi,494,116.0,14,4,5.84,10.53,96.6,92.35,0.017,0,0,15.1,4.77,72.1,0.518,0.255
2026-07-22,12020,9,S10,Sambalpur,1107,132.0,7,3,10.72,4.06,143.33,159.03,0.837,1,0,15.2,5.82,55.3,0.308,0.353
2026-06-04,12022,3,S04,Gwalior,343,151.0,6,4,15.96,4.5,165.19,169.74,0.088,0,0,29.0,5.27,54.8,0.605,0.274
2026-07-10,12000,4,S05,Jhansi,494,116.0,15,4,13.32,5.51,96.6,93.35,0.204,1,0,29.3,3.5,72.1,0.518,0.255
2026-06-09,12012,6,S07,Itarsi,675,147.0,23,1,12.24,8.46,118.71,119.45,,1,0,30.9,8.37,74.3,0.414,0.311
2026-07-25,12012,10,S11,Cuttack,1239,161.0,7,6,3.18,8.55,130.02,130.06,0.89,0,0,23.4,7.37,74.3,0.414,0.311
2026-07-13,12008,4,S05,Jhansi,494,116.0,23,0,22.94,5.52,116.59,112.52,0.255,1,0,26.9,6.89,59.7,1.313,0.424
2026-06-12,12007,5,S06,Bhopal,610,65.0,21,4,11.68,5.0,47.04,46.75,0.341,1,0,32.2,4.49,82.9,0.774,0.478
2026-06-09,12018,4,S05,Jhansi,494,116.0,5,2,-2.01,7.02,95.22,94.75,0.191,0,0,21.5,4.04,73.1,0.562,0.325
2026-07-08,12008,6,S07,Itarsi,675,147.0,2,3,12.46,5.42,147.75,140.95,0.115,0,0,25.1,3.87,59.7,1.313,0.424
2026-06-28,12019,2,S03,Agra,284,59.0,4,0,1.79,8.41,59.4,59.32,0.123,1,0,34.5,8.57,59.6,0.728,0.472
2026-06-26,12024,10,S11,Cuttack,1239,161.0,7,5,20.79,2.99,142.86,153.71,0.7,1,0,31.5,6.5,67.6,0.587,0.243
2026-06-16,12018,5,S06,Bhopal,610,65.0,7,2,8.46,5.16,53.35,55.85,0.572,1,0,33.5,9.54,73.1,0.562,0.325
2026-07-25,12002,6,S07,Itarsi,675,147.0,11,6,24.38,4.5,172.01,155.07,0.357,0,0,41.5,,51.3,1.242,0.26
2026-07-17,12002,10,S11,Cuttack,1239,161.0,22,5,28.24,7.2,188.39,195.26,0.039,1,0,36.9,5.26,51.3,1.242,0.26
2026-06-13,12024,8,S09,Raipur,988,119.0,3,6,22.17,3.34,105.59,108.42,0.259,1,0,20.0,6.1,67.6,0.587,0.243
2026-06-16,12002,5,S06,Bhopal,610,65.0,9,2,34.97,10.01,76.06,80.13,0.942,0,0,19.8,4.16,51.3,1.242,0.26
2026-07-14,12001,6,S07,Itarsi,675,147.0,18,1,14.85,3.43,121.61,133.06,0.884,1,0,19.3,8.93,72.5,0.328,0.357
2026-06-16,12021,2,S03,Agra,284,59.0,3,2,10.39,5.61,52.98,52.25,0.14,1,0,,9.4,66.8,0.623,0.273
2026-07-20,12017,1,S02,Mathura,147,137.0,12,0,29.11,4.05,148.65,154.08,0.18,1,0,23.9,5.46,55.3,0.648,0.248
2026-07-18,12008,5,S06,Bhopal,610,65.0,1,6,12.38,7.15,65.33,66.23,0.04,1,0,22.7,4.17,59.7,1.313,0.424
2026-06-21,12005,7,S08,Nagpur,822,166.0,17,6,35.21,5.76,153.69,156.7,0.773,0,0,31.0,5.32,64.8,0.894,0.21
2026-06-05,12019,11,S12,Bhubaneswar,1400,,0,6,26.64,0.0,,,0.229,0,0,18.0,8.36,59.6,0.728,0.472
2026-07-06,12009,8,S09,Raipur,988,119.0,6,1,0.33,4.55,86.76,94.72,0.232,1,0,23.1,7.41,82.3,0.637,0.363
2026-07-21,12019,3,S04,Gwalior,343,151.0,5,2,3.01,2.77,152.02,144.09,0.1,0,0,25.4,4.06,59.6,0.728,0.472
2026-06-25,12002,5,S06,Bhopal,610,65.0,9,4,23.69,5.45,76.06,79.35,0.833,0,0,20.1,8.48,51.3,1.242,0.26
2026-07-03,12012,9,S10,Sambalpur,1107,132.0,5,5,16.08,6.57,106.6,119.95,0.294,1,0,30.9,5.35,74.3,0.414,0.311
2026-07-09,12004,7,S08,Nagpur,822,166.0,20,3,7.36,7.81,218.44,230.57,0.676,0,0,30.0,7.09,45.6,0.319,0.269
2026-07-14,12009,11,S12,Bhubaneswar,1400,,12,2,25.45,0.0,,,0.253,0,0,41.7,7.81,82.3,0.637,0.363
2026-06-17,12018,4,S05,Jhansi,494,116.0,5,3,7.43,4.6,95.22,97.12,0.269,1,0,24.4,5.69,73.1,0.562,0.325
2026-06-14,12023,5,S06,Bhopal,610,65.0,8,6,14.42,4.54,50.62,57.64,0.616,0,0,28.0,9.04,77.1,1.497,0.28
2026-07-05,12002,7,S08,Nagpur,822,166.0,14,0,46.66,4.1,194.24,202.06,0.146,1,0,29.1,8.46,51.3,1.242,0.26
2026-07-23,12024,2,S03,Agra,284,59.0,16,3,6.19,4.03,52.35,59.37,0.463,1,0,28.9,7.78,67.6,0.587,0.243
2026-07-30,12021,5,S06,Bhopal,610,65.0,8,4,5.76,7.17,58.37,62.3,0.638,0,0,22.2,3.68,66.8,0.623,0.273
2026-06-30,12003,5,S06,Bhopal,610,65.0,11,1,16.43,2.95,54.42,52.53,0.275,0,0,28.9,8.98,71.7,1.029,0.251
2026-06-01,12024,3,S04,Gwalior,343,151.0,17,0,12.1,6.71,133.98,137.1,0.894,0,0,23.3,5.19,67.6,0.587,0.243
2026-06-01,12018,7,S08,Nagpur,822,166.0,10,1,3.3,4.37,136.26,135.35,0.383,0,0,28.9,3.57,73.1,0.562,0.325
2026-07-06,12002,5,S06,Bhopal,610,65.0,9,1,23.53,3.54,76.06,81.89,0.742,1,0,25.1,7.65,51.3,1.242,0.26
2026-06-06,12024,1,S02,Mathura,147,137.0,14,5,5.06,6.51,121.56,127.39,0.192,1,0,19.5,8.3,67.6,0.587,0.243
2026-06-17,12002,10,S11,Cuttack,1239,161.0,22,3,44.84,3.71,188.39,183.95,0.246,0,0,15.5,3.24,51.3,1.242,0.26
2026-06-21,12012,3,S04,Gwalior,343,151.0,18,6,13.33,7.01,121.94,123.68,0.813,0,0,34.3,4.46,74.3,0.414,0.311
2026-06-07,12014,8,S09,Raipur,988,119.0,15,6,11.68,8.33,80.47,77.67,0.011,0,0,32.6,7.71,88.7,0.607,0.212
2026-07-02,12007,5,S06,Bhopal,610,65.0,21,3,6.48,6.19,47.04,50.32,0.453,1,0,23.9,,82.9,0.774,0.478
2026-06-05,12000,1,S02,Mathura,147,137.0,9,4,7.51,6.41,114.09,112.61,0.521,0,0,35.0,8.76,72.1,0.518,0.255
2026-07-12,12003,9,S10,Sambalpur,1107,132.0,19,6,44.95,6.81,110.52,115.72,0.934,1,0,,5.4,71.7,1.029,0.251
2026-06-01,12008,11,S12,Bhubaneswar,1400,,15,1,15.11,0.0,,,0.07,1,0,26.3,5.07,59.7,1.313,0.424
2026-06-05,12020,8,S09,Raipur,988,119.0,5,5,27.13,6.35,129.21,133.18,0.063,1,0,30.4,6.76,55.3,0.308,0.353
2026-07-12,12006,10,S11,Cuttack,1239,161.0,8,0,26.07,5.66,154.32,183.85,0.914,1,0,13.4,5.98,62.6,0.55,0.37
2026-07-12,12023,11,S12,Bhubaneswar,1400,,19,6,38.07,0.0,,,0.977,1,0,21.6,7.3,77.1,1.497,0.28
2026-06-09,12008,0,S01,Delhi,0,147.0,14,1,9.63,0.0,147.75,157.38,0.008,0,0,30.4,4.21,59.7,1.313,0.424
2026-06-02,12014,10,S11,Cuttack,1239,161.0,18,1,23.84,7.33,108.87,112.49,0.865,0,0,31.2,6.5,88.7,0.607,0.212
2026-07-02,12014,7,S08,Nagpur,822,166.0,13,3,11.99,7.3,112.25,121.12,0.131,1,0,24.8,6.89,88.7,0.607,0.212
2026-06-26,12017,4,S05,Jhansi,494,116.0,19,4,37.25,5.7,125.87,135.47,0.757,1,0,30.4,8.11,55.3,0.648,0.248
2026-07-26,12001,7,S08,Nagpur,822,166.0,20,6,3.51,4.11,137.33,132.87,0.837,0,0,34.6,8.68,72.5,0.328,0.357
2026-06-22,12024,11,S12,Bhubaneswar,1400,,10,1,32.58,0.0,,,0.429,1,0,23.0,9.95,67.6,0.587,0.243
2026-06-30,12013,3,S04,Gwalior,343,151.0,15,1,17.79,4.99,116.4,117.99,0.146,1,0,33.5,9.12,77.8,1.365,0.342
2026-06-18,12002,2,S03,Agra,284,59.0,2,4,11.4,5.19,69.04,70.29,0.028,0,0,29.6,6.52,51.3,1.242,0.26
2026-06-14,12017,10,S11,Cuttack,1239,161.0,9,0,35.81,7.85,174.7,181.83,0.723,1,0,28.3,5.57,55.3,0.648,0.248
2026-07-24,12010,9,S10,Sambalpur,1107,132.0,14,5,9.65,4.23,135.77,130.73,0.289,0,0,30.0,7.87,58.3,0.774,0.288
2026-07-08,12010,4,S05,Jhansi,494,116.0,3,3,13.52,3.55,119.32,118.89,0.111,0,0,24.5,6.64,58.3,0.774,0.288
2026-06-07,12019,8,S09,Raipur,988,119.0,16,0,10.1,9.34,119.81,119.16,0.28,0,0,21.1,9.34,59.6,0.728,0.472
2026-06-17,12010,11,S12,Bhubaneswar,1400,,19,3,24.14,0.0,,,0.949,0,0,34.7,6.07,58.3,0.774,0.288
2026-06-02,12015,2,S03,Agra,284,59.0,17,1,31.97,6.25,55.11,57.77,0.949,1,0,27.9,7.3,64.2,0.429,0.209
2026-07-03,12007,2,S03,Agra,284,59.0,17,4,5.09,9.4,42.7,47.0,0.964,1,0,15.3,3.23,82.9,0.774,0.478
2026-06-16,12024,11,S12,Bhubaneswar,1400,,9,2,16.82,0.0,,,0.741,1,0,23.8,6.47,67.6,0.587,0.243
2026-06-09,12000,0,S01,Delhi,0,147.0,7,1,6.5,0.0,122.41,128.91,0.523,0,0,19.0,9.44,72.1,0.518,0.255
2026-06-18,12009,11,S12,Bhubaneswar,1400,,11,4,18.03,0.0,,,0.546,0,0,31.3,4.55,82.3,0.637,0.363
2026-06-18,12013,6,S07,Itarsi,675,147.0,19,3,30.14,9.97,113.32,137.42,0.952,1,0,25.2,4.47,77.8,1.365,0.342
2026-07-24,12021,11,S12,Bhubaneswar,1400,,21,5,16.17,0.0,,,0.319,0,0,23.6,7.56,66.8,0.623,0.273
2026-06-02,12014,1,S02,UNKNOWN,147,137.0,5,1,14.71,5.57,92.64,97.85,0.021,0,0,37.7,6.5,88.7,0.607,0.212
2026-06-19,12015,9,S10,Sambalpur,1107,132.0,6,5,-1.12,6.25,123.29,117.44,0.035,0,0,20.8,9.32,64.2,0.429,0.209
2026-06-17,12019,4,S05,Jhansi,494,116.0,8,3,17.24,4.86,116.79,119.37,0.633,0,0,26.1,6.31,59.6,0.728,0.472
2026-06-06,12005,11,S12,Bhubaneswar,1400,,2,6,56.37,0.0,,,0.036,1,0,20.1,8.88,64.8,0.894,0.21
2026-06-08,12016,5,S06,Bhopal,610,65.0,18,0,17.57,7.47,58.74,55.14,0.672,0,0,36.6,4.5,66.4,1.025,0.362
2026-07-03,12012,11,S12,Bhubaneswar,1400,,9,5,21.35,0.0,,,0.509,1,0,28.4,7.32,74.3,0.414,0.311
2026-07-25,12007,8,S09,Raipur,988,119.0,2,6,7.91,4.06,86.12,83.81,0.1,0,0,23.3,8.21,82.9,0.774,0.478
2026-07-21,12010,5,S06,Bhopal,610,65.0,5,2,5.3,2.83,66.86,62.09,0.265,0,0,35.2,7.52,58.3,0.774,0.288
